index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.179,-823.0,-0.3524,348160.0
2,0.680,-1267.0,-0.5425,347716.0
3,1.179,-887.0,-0.3798,348096.0
4,1.684,-853.0,-0.3653,348130.0
5,2.184,262.0,0.1120,349245.0
6,2.685,-1820.0,-0.7792,347163.0
7,3.185,1112.0,0.4759,350095.0
8,3.691,1329.0,0.5688,350312.0
9,4.191,724.0,0.3098,349707.0
10,4.691,510.0,0.2182,349493.0
