index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.225,-705.0,-0.3019,348278.0
2,0.730,-805.0,-0.3447,348178.0
3,1.230,-746.0,-0.3195,348237.0
4,1.730,-1347.0,-0.5768,347636.0
5,2.230,-880.0,-0.3768,348103.0
6,2.734,-1447.0,-0.6196,347536.0
7,3.234,460.0,0.1968,349443.0
8,3.734,462.0,0.1976,349445.0
9,4.234,487.0,0.2083,349470.0
