index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.297,-614,-0.2630,348369
2,0.796,-640,-0.2741,348343
3,1.302,-393,-0.1684,348590
4,1.801,-1061,-0.4543,347922
5,2.301,-2713,-1.1615,346270
6,2.801,-197,-0.0845,348786
7,3.306,1131,0.4840,350114
8,3.806,629,0.2691,349612
9,4.306,547,0.2340,349530
