index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.338,-667,-0.2857,348316
2,0.839,-1083,-0.4637,347900
3,1.339,-1709,-0.7317,347274
4,1.844,-1413,-0.6050,347570
5,2.344,-231,-0.0990,348752
6,2.844,-0,-0.0001,348983
7,3.343,646,0.2764,349629
8,3.849,775,0.3316,349758
9,4.349,583,0.2494,349566
10,4.849,570,0.2439,349553
11,5.349,581,0.2486,349564
12,5.854,553,0.2366,349536
