index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.494,-413,-0.1769,348570
2,0.999,-750,-0.3211,348233
3,1.499,-557,-0.2384,348426
4,1.999,-79,-0.0338,348904
5,2.499,-627,-0.2686,348356
6,3.004,306,0.1311,349289
7,3.504,540,0.2311,349523
