index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.444,520,0.2224,349503
2,0.949,-570,-0.2438,348413
3,1.449,-1039,-0.4447,347944
4,1.949,-1513,-0.6478,347470
5,2.449,-183,-0.0784,348800
