index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.065,968,0.4144,349951
2,0.565,574,0.2457,349557
3,1.064,122,0.0522,349105
4,1.570,276,0.1182,349259
5,2.070,202,0.0867,349185
6,2.570,108,0.0462,349091
7,3.070,259,0.1109,349242
8,3.575,513,0.2197,349496
9,4.075,992,0.4246,349975
10,4.575,1131,0.4842,350114
