index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.395,610.0,0.2610,349593.0
2,0.895,-126.0,-0.0541,348857.0
3,1.395,-94.0,-0.0404,348889.0
4,1.895,86.0,0.0367,349069.0
5,2.400,-327.0,-0.1401,348656.0
6,2.900,29.0,0.0123,349012.0
7,3.400,531.0,0.2272,349514.0
8,3.900,1338.0,0.5726,350321.0
