index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.100,424,0.1814,349407
2,0.600,463,0.1981,349446
3,1.100,3081,1.3190,352064
4,1.605,628,0.2688,349611
5,2.105,2149,0.9200,351132
6,2.605,3904,1.6714,352887
7,3.105,940,0.4024,349923
