index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.120,630,0.2696,349613
2,0.625,602,0.2576,349585
3,1.124,6120,2.6197,355103
4,1.625,1051,0.4498,350034
5,2.125,1279,0.5474,350262
6,2.630,3001,1.2845,351984
7,3.130,721,0.3085,349704
8,3.630,476,0.2036,349459
9,4.130,-1248,-0.5344,347735
10,4.635,733,0.3137,349716
