index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.014,-99.0,-0.0425,348884.0
2,0.520,810.0,0.3466,349793.0
3,1.019,403.0,0.1724,349386.0
4,1.520,957.0,0.4095,349940.0
5,2.020,991.0,0.4241,349974.0
6,2.525,93.0,0.0397,349076.0
7,3.025,1445.0,0.6184,350428.0
8,3.525,-127.0,-0.0545,348856.0
9,4.025,861.0,0.3684,349844.0
10,4.530,854.0,0.3655,349837.0
11,5.030,1376.0,0.5889,350359.0
12,5.530,696.0,0.2978,349679.0
