index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.291,-810.0,-0.3469,348173.0
2,0.796,-631.0,-0.2703,348352.0
3,1.296,-368.0,-0.1577,348615.0
4,1.795,-129.0,-0.0554,348854.0
5,2.296,252.0,0.1077,349235.0
6,2.801,384.0,0.1643,349367.0
7,3.300,542.0,0.2319,349525.0
8,3.801,-1557.0,-0.6667,347426.0
9,4.300,789.0,0.3376,349772.0
10,4.806,727.0,0.3111,349710.0
11,5.306,1181.0,0.5054,350164.0
12,5.806,1045.0,0.4472,350028.0
