index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.455,606,0.2593,349589
2,0.955,-333,-0.1427,348650
3,1.455,-531,-0.2274,348452
4,1.960,-1883,-0.8062,347100
5,2.460,8,0.0033,348991
6,2.960,-33,-0.0143,348950
7,3.460,-17,-0.0074,348966
