index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.136,-279.0,-0.1196,348704.0
2,0.636,-870.0,-0.3726,348113.0
3,1.141,-1026.0,-0.4393,347957.0
4,1.641,-97.0,-0.0417,348886.0
5,2.141,-1813.0,-0.7762,347170.0
6,2.641,499.0,0.2135,349482.0
7,3.146,886.0,0.3791,349869.0
8,3.646,803.0,0.3436,349786.0
