index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.459,-815.0,-0.3490,348168.0
2,0.958,-1252.0,-0.5361,347731.0
3,1.459,-1060.0,-0.4539,347923.0
4,1.964,-1716.0,-0.7347,347267.0
5,2.464,474.0,0.2028,349457.0
6,2.963,507.0,0.2169,349490.0
7,3.463,511.0,0.2186,349494.0
