index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.120,630.0,0.2696,349613.0
2,0.625,602.0,0.2576,349585.0
3,1.124,6120.0,2.6197,355103.0
4,1.625,1051.0,0.4498,350034.0
5,2.125,1279.0,0.5474,350262.0
6,2.630,3001.0,1.2845,351984.0
7,3.130,721.0,0.3085,349704.0
8,3.630,476.0,0.2036,349459.0
9,4.130,-1248.0,-0.5344,347735.0
10,4.635,733.0,0.3137,349716.0
