index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.498,-1227,-0.5251,347756
2,1.003,-1341,-0.5742,347642
3,1.503,-1125,-0.4815,347858
4,2.004,-658,-0.2816,348325
5,2.504,-773,-0.3308,348210
6,3.009,-563,-0.2411,348420
7,3.509,1060,0.4536,350043
8,4.009,906,0.3880,349889
9,4.509,728,0.3117,349711
