index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.380,-1221.0,-0.5228,347762.0
2,0.885,-1760.0,-0.7536,347223.0
3,1.385,-1341.0,-0.5742,347642.0
4,1.886,-1522.0,-0.6517,347461.0
5,2.385,-56.0,-0.0241,348927.0
6,2.891,-1847.0,-0.7908,347136.0
7,3.391,869.0,0.3719,349852.0
