index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.438,-323.0,-0.1384,348660.0
2,0.938,-519.0,-0.2223,348464.0
3,1.442,-526.0,-0.2253,348457.0
4,1.943,-664.0,-0.2844,348319.0
5,2.443,-126.0,-0.0541,348857.0
6,2.943,-124.0,-0.0532,348859.0
7,3.447,1147.0,0.4909,350130.0
8,3.948,827.0,0.3539,349810.0
9,4.447,830.0,0.3552,349813.0
