index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.268,894,0.3826,349877
2,0.773,3317,1.4198,352300
3,1.273,115,0.0491,349098
4,1.773,200,0.0855,349183
5,2.273,148,0.0632,349131
6,2.778,-807,-0.3456,348176
7,3.278,-190,-0.0815,348793
8,3.778,17,0.0071,349000
9,4.278,-1830,-0.7835,347153
10,4.783,963,0.4121,349946
11,5.283,756,0.3235,349739
