index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.096,299,0.1281,349282
2,0.596,237,0.1013,349220
3,1.101,81,0.0346,349064
4,1.601,123,0.0525,349106
5,2.101,207,0.0888,349190
6,2.601,397,0.1698,349380
7,3.106,-61,-0.0263,348922
8,3.606,82,0.0353,349065
9,4.106,1430,0.6121,350413
10,4.606,1179,0.5047,350162
