index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.217,-1258.0,-0.5387,347725.0
2,0.717,-698.0,-0.2989,348285.0
3,1.217,-347.0,-0.1487,348636.0
4,1.717,-567.0,-0.2429,348416.0
5,2.222,122.0,0.0521,349105.0
6,2.722,-745.0,-0.3191,348238.0
7,3.222,450.0,0.1925,349433.0
8,3.722,474.0,0.2028,349457.0
9,4.227,461.0,0.1972,349444.0
