index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.438,-323,-0.1384,348660
2,0.938,-519,-0.2223,348464
3,1.442,-526,-0.2253,348457
4,1.943,-664,-0.2844,348319
5,2.443,-126,-0.0541,348857
6,2.943,-124,-0.0532,348859
7,3.447,1147,0.4909,350130
8,3.948,827,0.3539,349810
9,4.447,830,0.3552,349813
