index,time_s,value,newtons,raw_value
# friction_offset=348983.3  counts_per_newton=2336.0
1,0.268,2179,0.9329,351162
2,0.773,779,0.3334,349762
3,1.273,206,0.0884,349189
4,1.773,95,0.0407,349078
5,2.273,-456,-0.1952,348527
6,2.778,-70,-0.0301,348913
7,3.278,793,0.3394,349776
8,3.778,-866,-0.3708,348117
9,4.278,-531,-0.2272,348452
10,4.783,3,0.0014,348986
11,5.283,87,0.0374,349070
